sequence_id,event,cluster_name,old_label,new_label,action,source_file,output_file,reason
71095083_tb_1_release_7_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tb_1_release_7_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tb_1_release_7_1.jsonl,ok
71095083_tb_2_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tb_4_release_19_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tb_5_release_20_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tb_5_release_20_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tb_5_release_20_1.jsonl,ok
71095083_tb_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tb_7_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tc_1_release_12_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tc_1_release_12_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tc_1_release_12_0.jsonl,ok
71095083_tc_2_release_13_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tc_2_release_13_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tc_2_release_13_1.jsonl,ok
71095083_tc_3_release_14_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tc_4_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tc_5_release_1_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tc_5_release_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tc_5_release_1_0.jsonl,ok
71095083_tc_6_release_0_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tc_6_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tc_6_release_0_0.jsonl,ok
71095083_tc_7_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tc_8_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tc_9_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tsb_10_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tsb_11_release_0_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tsb_11_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tsb_11_release_0_0.jsonl,ok
71095083_tsb_12_release_10_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tsb_12_release_10_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tsb_12_release_10_0.jsonl,ok
71095083_tsb_1_release_13_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tsb_1_release_13_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tsb_1_release_13_0.jsonl,ok
71095083_tsb_2_release_14_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tsb_2_release_14_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tsb_2_release_14_1.jsonl,ok
71095083_tsb_3_release_18_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tsb_3_release_18_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tsb_3_release_18_1.jsonl,ok
71095083_tsb_4_release_21_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tsb_4_release_21_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tsb_4_release_21_1.jsonl,ok
71095083_tsb_5_release_22_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tsb_5_release_22_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tsb_5_release_22_1.jsonl,ok
71095083_tsb_6_release_19_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tsb_6_release_19_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tsb_6_release_19_1.jsonl,ok
71095083_tsb_7_release_11_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tsb_7_release_11_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tsb_7_release_11_0.jsonl,ok
71095083_tsb_8_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71095083_tsb_9_release_2_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71095083_tsb_9_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71095083_tsb_9_release_2_0.jsonl,ok
71182729_car_1_release_4_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_car_1_release_4_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_car_1_release_4_1.jsonl,ok
71182729_car_2_release_3_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_car_2_release_3_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_car_2_release_3_0.jsonl,ok
71182729_car_3_release_2_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_car_3_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_car_3_release_2_1.jsonl,ok
71182729_car_4_release_1_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_car_4_release_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_car_4_release_1_1.jsonl,ok
71182729_car_5_release_8_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_car_5_release_8_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_car_5_release_8_1.jsonl,ok
71182729_car_6_release_7_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_car_6_release_7_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_car_6_release_7_0.jsonl,ok
71182729_house_1_release_10_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_house_1_release_10_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_house_1_release_10_0.jsonl,ok
71182729_house_2_release_9_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_house_3_release_8_0,release,Distracted,0,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_house_3_release_8_0.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_house_3_release_8_0.jsonl,ok
71182729_house_4_release_21_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_house_4_release_21_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_house_4_release_21_0.jsonl,ok
71182729_house_5_release_22_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_house_5_release_22_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_house_5_release_22_1.jsonl,ok
71182729_house_6_release_23_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_house_6_release_23_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_house_6_release_23_1.jsonl,ok
71182729_house_7_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_house_8_release_19_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_house_8_release_19_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_house_8_release_19_1.jsonl,ok
71182729_sc_1_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_sc_2_release_6_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_sc_2_release_6_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_sc_2_release_6_1.jsonl,ok
71182729_sc_3_release_11_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_sc_4_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_sc_5_release_9_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_sc_5_release_9_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_sc_5_release_9_0.jsonl,ok
71182729_sc_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_sc_7_release_2_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_sc_7_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_sc_7_release_2_0.jsonl,ok
71182729_sc_8_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_sc_9_release_0_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_sc_9_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_sc_9_release_0_0.jsonl,ok
71182729_tb_1_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tb_2_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tb_4_release_19_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tb_5_release_20_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tb_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tb_7_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tc_1_release_12_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tc_2_release_13_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tc_2_release_13_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tc_2_release_13_0.jsonl,ok
71182729_tc_3_release_14_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tc_4_release_2_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tc_4_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tc_4_release_2_0.jsonl,ok
71182729_tc_5_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tc_6_release_0_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tc_7_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tc_8_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tc_9_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tsb_10_release_1_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tsb_10_release_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tsb_10_release_1_0.jsonl,ok
71182729_tsb_11_release_0_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tsb_11_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tsb_11_release_0_1.jsonl,ok
71182729_tsb_12_release_10_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tsb_12_release_10_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tsb_12_release_10_0.jsonl,ok
71182729_tsb_1_release_13_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tsb_2_release_14_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tsb_2_release_14_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tsb_2_release_14_0.jsonl,ok
71182729_tsb_3_release_18_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tsb_3_release_18_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tsb_3_release_18_0.jsonl,ok
71182729_tsb_4_release_21_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tsb_4_release_21_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tsb_4_release_21_1.jsonl,ok
71182729_tsb_5_release_22_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tsb_5_release_22_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tsb_5_release_22_1.jsonl,ok
71182729_tsb_6_release_19_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tsb_6_release_19_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tsb_6_release_19_1.jsonl,ok
71182729_tsb_7_release_11_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tsb_7_release_11_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tsb_7_release_11_0.jsonl,ok
71182729_tsb_8_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71182729_tsb_9_release_2_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71182729_tsb_9_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71182729_tsb_9_release_2_0.jsonl,ok
71663905_car_1_release_4_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_car_2_release_3_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_car_2_release_3_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_car_2_release_3_1.jsonl,ok
71663905_car_3_release_2_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_car_3_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_car_3_release_2_1.jsonl,ok
71663905_car_5_release_8_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_car_5_release_8_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_car_5_release_8_1.jsonl,ok
71663905_car_6_release_7_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_car_6_release_7_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_car_6_release_7_1.jsonl,ok
71663905_house_1_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_house_2_release_9_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_house_3_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_house_4_release_21_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_house_5_release_22_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_house_5_release_22_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_house_5_release_22_1.jsonl,ok
71663905_house_7_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_house_8_release_19_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_house_8_release_19_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_house_8_release_19_0.jsonl,ok
71663905_house_9_release_20_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_house_9_release_20_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_house_9_release_20_0.jsonl,ok
71663905_sc_2_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_sc_3_release_11_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_sc_4_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_sc_5_release_9_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_sc_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_sc_7_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_sc_8_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_sc_9_release_0_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tb_1_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tb_4_release_19_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tb_5_release_20_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tb_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tb_7_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tc_1_release_12_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tc_2_release_13_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tc_3_release_14_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tc_5_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tc_6_release_0_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tc_8_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tc_9_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tsb_10_release_1_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_tsb_10_release_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_tsb_10_release_1_0.jsonl,ok
71663905_tsb_11_release_0_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_tsb_11_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_tsb_11_release_0_1.jsonl,ok
71663905_tsb_12_release_10_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_tsb_12_release_10_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_tsb_12_release_10_0.jsonl,ok
71663905_tsb_1_release_13_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_tsb_1_release_13_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_tsb_1_release_13_0.jsonl,ok
71663905_tsb_2_release_14_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_tsb_2_release_14_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_tsb_2_release_14_1.jsonl,ok
71663905_tsb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tsb_4_release_21_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tsb_5_release_22_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_tsb_5_release_22_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_tsb_5_release_22_0.jsonl,ok
71663905_tsb_6_release_19_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_tsb_6_release_19_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_tsb_6_release_19_0.jsonl,ok
71663905_tsb_7_release_11_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_tsb_7_release_11_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_tsb_7_release_11_1.jsonl,ok
71663905_tsb_8_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
71663905_tsb_9_release_2_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/71663905_tsb_9_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/71663905_tsb_9_release_2_1.jsonl,ok
74765700_car_1_release_4_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_car_2_release_3_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/74765700_car_2_release_3_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/74765700_car_2_release_3_1.jsonl,ok
74765700_car_4_release_1_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/74765700_car_4_release_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/74765700_car_4_release_1_1.jsonl,ok
74765700_car_5_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_car_6_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_house_1_release_10_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_house_3_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_house_4_release_21_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_house_5_release_22_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_house_6_release_23_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_house_8_release_19_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_house_9_release_20_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/74765700_house_9_release_20_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/74765700_house_9_release_20_0.jsonl,ok
74765700_sc_2_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_sc_3_release_11_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_sc_4_release_10_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/74765700_sc_4_release_10_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/74765700_sc_4_release_10_0.jsonl,ok
74765700_sc_5_release_9_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_sc_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_sc_7_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_sc_8_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_sc_9_release_0_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/74765700_sc_9_release_0_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/74765700_sc_9_release_0_0.jsonl,ok
74765700_tb_1_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tb_2_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tb_4_release_19_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tb_6_release_5_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tb_7_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tc_3_release_14_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tc_4_release_2_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tc_5_release_1_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tc_6_release_0_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tc_7_release_8_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tc_8_release_7_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tc_9_release_6_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tsb_10_release_1_1,release,Wandering,1,0,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/74765700_tsb_10_release_1_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/74765700_tsb_10_release_1_0.jsonl,ok
74765700_tsb_11_release_0_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tsb_1_release_13_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tsb_2_release_14_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tsb_3_release_18_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tsb_4_release_21_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tsb_5_release_22_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tsb_6_release_19_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tsb_7_release_11_1,release,Searching,1,2,discarded,,,discard_label_not_copied
74765700_tsb_8_release_8_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/74765700_tsb_8_release_8_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/74765700_tsb_8_release_8_1.jsonl,ok
74765700_tsb_9_release_2_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/74765700_tsb_9_release_2_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/74765700_tsb_9_release_2_1.jsonl,ok
78190661_car_1_release_4_1,release,Focused,1,1,copied,/root/autodl-tmp/shenxy/Data/gaipat/block_deviation_sequences_256/78190661_car_1_release_4_1.jsonl,/root/autodl-tmp/shenxy/Data/gaipat/final_relabelled/release/78190661_car_1_release_4_1.jsonl,ok
